parcode,trial,rt,choice,item_left,item_right
211,53,3131,1,1.02,5.025
211,55,2376,1,3.074,3.05
211,57,1536,-1,5.81,1.836
211,59,2498,-1,2.89,1.972
211,61,2062,-1,5.551,1.515
211,63,2284,1,3.24,5.22
211,65,1944,-1,5.22,2.24
211,67,2043,1,1.548,4.575
211,69,1959,1,1.06,5.046
211,71,3287,1,1.116,2.079
211,73,2390,-1,1.554,1.548
211,75,1840,1,4.332,5.39
211,77,1212,-1,9.9,0
211,79,1940,1,3.8,4.84
211,81,1840,-1,5.52,1.456
211,83,2660,1,2.968,4.928
211,85,2091,-1,5.22,1.243
211,87,2182,1,1.84,5.916
211,89,1943,-1,5.7,3.663
211,91,1999,-1,5.865,1.856
211,93,2690,-1,5.084,2.1
211,95,1312,1,2.87,4.864
211,97,2071,1,2.943,4.949
211,99,1234,1,0,9.9
211,101,3258,-1,5.278,4.223
211,103,1073,1,0,9.9
211,105,2569,1,1.728,2.759
211,107,1601,-1,3.168,1.152
211,109,1370,-1,4.148,2.133
211,111,1445,1,1.2,5.184
211,113,2687,-1,5.39,1.36
211,115,2177,1,1.498,4.437
211,117,2228,-1,5.04,4.074
211,119,3293,1,2.744,5.795
211,121,2784,-1,5.353,4.36
211,123,3419,1,4.864,5.83
211,125,1893,-1,5.025,2.079
211,127,1487,1,1.955,6.003
211,129,1627,-1,5.328,1.335
211,131,1574,-1,3.534,2.52
211,133,1597,-1,5.452,2.442
211,135,2270,1,1.491,5.451
211,137,1686,1,3.528,5.55
211,139,2235,-1,2.075,1.116
211,141,1742,-1,5.995,1.989
211,143,1977,-1,5.46,2.508
211,145,2067,-1,4.272,1.288
211,147,2126,-1,3.591,2.553
211,149,2795,-1,5.61,4.554
211,151,1417,1,1.136,4.154
211,153,2460,1,2.444,4.453
211,155,1915,1,1.199,5.27
211,157,2023,1,1.776,2.828
211,159,2155,1,2.625,5.6
211,161,1959,-1,4.24,2.247
211,163,2640,1,2.436,5.451
211,165,1919,1,2.006,5.025
211,167,1751,-1,4.35,1.309
211,169,1796,1,2.808,5.785
213,1,1985,-1,5.9,3.842
213,3,746,-1,9.9,0
213,5,1041,1,2.997,4.964
213,7,1120,1,2.04,4.98
213,9,1013,1,1.26,5.313
213,11,867,-1,1.98,1.976
213,13,1631,-1,3.84,1.819
213,15,1100,-1,9.9,0
213,17,1778,1,1.666,5.76
213,19,908,-1,4.332,5.39
213,21,895,1,4.563,2.542
213,23,1208,1,3.9,5.846
213,25,843,-1,5.332,1.386
213,27,757,-1,4.225,1.265
213,29,855,-1,5.22,2.24
213,31,809,-1,5.822,1.848
213,33,741,1,2.407,4.422
213,35,1192,-1,4.002,2.028
213,37,849,1,1.768,3.724
213,39,850,1,3.552,4.543
213,41,1198,-1,4.422,5.46
213,43,1218,-1,5.325,1.335
213,45,739,-1,5.25,1.2
213,47,688,1,4.473,5.52
213,49,978,-1,5.865,4.879
213,51,947,1,2.94,1.952
213,53,1364,1,1.116,2.079
213,55,1147,1,4.544,3.535
213,57,1582,1,2.89,5.92
213,59,1049,1,5.52,1.456
213,61,999,1,5.551,1.515
213,63,1013,1,2.1,5.135
213,67,1381,-1,3.552,2.596
213,69,662,-1,1.853,1.84
213,73,1056,1,2.968,4.928
213,75,1046,-1,5.22,1.243
213,77,1636,-1,3.074,3.05
213,79,1050,1,0,9.9
213,81,957,1,4.896,3.885
213,83,1059,-1,5.81,1.836
213,85,1096,-1,1.164,4.176
213,87,843,-1,3.09,0.999
213,89,1562,1,5.814,1.856
213,91,917,1,1.218,5.226
213,93,1661,1,5.28,1.312
213,95,929,1,2.943,4.949
213,97,1144,-1,4.35,1.309
213,99,1073,-1,2.625,5.6
213,101,922,-1,5.353,4.36
213,103,772,-1,5.103,5.11
213,105,728,-1,5.084,2.1
213,107,1194,1,1.8,5.822
213,109,1022,1,2.088,4.14
213,111,1042,1,4.864,5.83
213,113,1405,-1,5.278,4.223
213,115,1596,-1,5.995,1.989
213,117,1697,1,3.24,3.3
213,119,1536,1,1.824,3.807
213,121,1401,1,1.955,6.003
213,123,999,1,4.662,2.688
213,125,1228,1,3.193,4.16
213,127,1103,-1,9.9,0
213,129,1141,1,5.671,1.76
213,131,934,1,1.491,5.451
213,133,1315,1,5.7,3.663
213,135,926,-1,2.744,5.795
213,137,1273,1,2.87,4.864
213,139,1233,1,4.36,4.3
213,141,938,1,2.61,5.544
213,143,980,1,2.38,4.422
213,145,1378,-1,1.84,5.916
213,147,1121,1,4.42,2.375
213,149,1468,-1,1.776,2.828
213,151,1050,-1,1.728,2.759
213,153,1410,-1,3.534,2.52
213,155,952,1,5.238,4.209
213,157,846,1,5.61,4.554
213,159,646,-1,4.617,1.577
213,161,882,1,1.596,2.673
213,163,1165,1,4.485,5.472
213,165,854,1,1.794,4.74
213,167,822,-1,4.416,4.332
213,169,985,1,1.199,5.27
214,1,4760,-1,4.563,2.542
214,3,2260,1,3.8,4.84
214,5,3370,-1,5.525,2.576
214,7,1454,1,3.689,5.698
214,9,2615,1,1.19,5.232
214,11,2800,-1,4.002,2.028
214,13,3237,-1,9.9,0
214,15,2091,-1,5.518,1.515
214,17,2133,1,1.215,5.183
214,19,2500,1,2.088,3.116
214,21,1799,-1,4.77,1.776
214,23,1593,-1,2.89,1.972
214,25,4455,-1,2.496,2.507
214,27,1685,-1,5.81,1.836
214,29,2559,-1,3.337,2.373
214,31,2410,1,1.368,4.418
214,33,2984,-1,4.59,2.574
214,35,4425,-1,2.623,2.613
214,37,2280,1,1.47,5.46
214,39,2361,1,3.276,5.251
214,41,2342,1,1.768,3.724
214,43,2147,-1,1.98,1.976
214,45,3763,1,1.06,5.046
214,47,1316,-1,9.9,0
214,49,4111,-1,1.853,1.84
214,51,3581,-1,4.588,2.56
214,53,1785,-1,5.002,5.989
214,55,4720,-1,5.22,2.128
214,57,2051,-1,5.022,2.976
214,59,1648,-1,3.267,3.213
214,61,2138,-1,3.552,2.596
214,63,2320,1,2.124,5.194
214,65,2142,-1,4.8,1.848
214,67,1973,1,2.1,5.135
214,69,1888,-1,5.52,1.456
214,71,2517,1,1.824,5.874
214,73,2921,-1,4.473,5.52
214,75,1987,-1,4.896,3.885
214,77,2302,-1,5.325,1.335
214,79,3252,-1,5.9,3.842
214,81,2993,-1,3.886,1.848
214,83,2198,-1,4.8,3.772
214,85,2501,-1,5.22,2.24
214,87,4435,1,4.485,5.472
214,89,1968,1,1.728,2.759
214,91,1912,-1,3,2.071
214,93,1741,1,2.87,4.864
214,95,1942,1,1.44,5.46
214,97,3596,-1,4.148,2.133
214,99,2097,-1,5.353,4.36
214,101,2182,-1,5.278,4.223
214,103,3476,-1,5.671,1.76
214,105,2031,-1,5.025,2.079
214,107,2679,-1,3.168,1.152
214,109,2285,1,4.536,4.524
214,111,3192,1,4.36,4.3
214,113,1693,-1,4.42,2.375
214,115,3509,1,2.444,4.453
214,117,1735,-1,5.814,1.856
214,119,1855,1,3.193,4.16
214,121,2987,-1,5.04,4.074
214,123,1438,1,0,9.9
214,125,1215,1,2.744,5.795
214,127,1204,-1,5.28,1.312
214,129,1340,-1,5.328,1.335
214,131,2526,1,1.596,2.673
214,133,1830,1,1.824,3.807
214,135,2171,-1,5.7,3.663
214,137,3887,1,2.457,3.399
214,139,1340,1,1.794,4.74
214,141,1567,1,1.498,4.437
214,143,1429,-1,5.251,3.24
214,145,1633,1,1.199,5.27
214,147,1816,1,5.61,4.554
214,149,1237,1,0,9.9
214,151,1028,1,1.2,5.184
214,153,1368,1,2.352,3.28
214,155,1672,-1,5.7,2.668
214,157,1820,1,2.088,4.14
214,159,4311,1,3.24,3.3
214,161,2844,-1,3.09,0.999
214,163,1547,1,2.943,4.949
214,165,1733,1,1.8,5.822
214,167,1647,1,2.76,4.814
214,169,1805,-1,4.24,2.247
215,1,6460,1,2.242,5.175
215,3,4124,1,2.088,3.116
215,5,2570,-1,2.496,2.507
215,7,1549,1,2.89,5.92
215,9,2150,-1,5.551,1.515
215,11,1743,1,2.04,4.98
215,13,3996,1,2.275,1.32
215,15,5364,1,3.337,2.373
215,17,1660,1,3.24,5.22
215,19,3225,1,2.968,4.928
215,21,1168,-1,9.9,0
215,23,2643,-1,4.473,5.52
215,25,1310,-1,4.77,1.776
215,27,4451,-1,4.563,2.542
215,29,1438,-1,5.332,1.386
215,31,2121,1,1.824,5.874
215,33,4086,1,5.002,5.989
215,35,1470,1,1.47,2.46
215,37,4385,1,3.8,4.84
215,39,3787,-1,4.544,3.535
215,41,1388,1,1.02,5.025
215,43,3584,-1,5.22,2.24
215,45,1986,-1,4.59,2.574
215,47,1340,-1,5.325,1.335
215,49,1700,-1,4.725,1.824
215,51,1316,-1,4.234,1.218
215,53,1553,-1,9.9,0
215,55,1503,-1,5.22,1.243
215,57,2466,-1,4.896,3.885
215,59,2229,-1,4.8,1.848
215,61,2611,1,2.89,1.972
215,63,4042,1,3.689,5.698
215,65,1595,1,2.05,4.096
215,67,1775,-1,5.52,1.456
215,69,3050,1,3.9,5.846
215,71,2428,-1,2.94,1.952
215,73,3474,-1,4.588,2.56
215,75,2172,1,1.368,4.418
215,77,4099,1,2.997,4.964
215,79,1590,-1,3.886,1.848
215,81,1766,1,3.552,4.543
215,83,3195,-1,1.853,1.84
215,85,1972,1,4.332,5.39
215,87,1943,1,2.436,5.451
215,89,2049,-1,5.61,4.554
215,91,2862,-1,5.04,4.074
215,93,1390,1,0,9.9
215,95,1540,-1,5.251,3.24
215,97,1811,-1,3,2.071
215,99,1354,1,2.744,5.795
215,101,1419,1,2.943,4.949
215,103,1498,1,1.794,4.74
215,105,1386,-1,4.662,2.688
215,107,989,-1,9.9,0
215,109,2279,1,4.864,5.83
215,111,1136,1,1.596,2.673
215,113,1244,1,1.8,5.822
215,115,1583,1,2.625,5.6
215,117,2061,-1,4.272,1.288
215,119,2722,-1,5.46,2.508
215,121,1387,-1,3.534,2.52
215,123,1443,1,1.116,5.124
215,125,1783,1,1.776,2.828
215,127,3616,-1,1.767,1.794
215,129,1358,1,1.199,5.27
215,131,1865,-1,5.7,3.663
215,133,1077,-1,5.39,1.36
215,135,2158,1,3.24,3.3
215,137,2036,-1,4.416,4.332
215,139,933,1,2.808,5.785
215,141,1311,-1,5.814,1.856
215,143,1135,-1,5.328,1.335
215,145,1639,-1,5.7,2.668
215,147,995,1,1.2,5.184
215,149,2109,-1,5.103,5.11
215,151,1383,-1,4.42,2.375
215,153,2393,1,5.244,5.217
215,155,1411,-1,3.168,1.152
215,157,1175,-1,4.24,2.247
215,159,1553,1,1.491,5.451
215,161,1845,-1,5.452,2.442
215,163,1362,-1,9.9,0
215,165,3010,1,3.193,4.16
215,167,2451,-1,5.238,4.209
215,169,1547,-1,3.09,0.999
216,1,4022,1,4.422,5.46
216,3,3638,1,1.554,1.548
216,5,2199,-1,4.136,2.109
216,7,2089,1,2.496,2.507
216,9,1304,-1,4.234,1.218
216,11,1116,-1,4.8,3.772
216,13,5636,-1,2.275,1.32
216,15,1272,1,0,9.9
216,17,969,1,3.9,5.846
216,19,716,-1,5.451,2.449
216,21,2867,1,4.332,5.39
216,23,1486,-1,5.525,2.576
216,25,1762,-1,4.588,2.56
216,27,1081,1,1.06,5.046
216,29,1892,-1,5.022,2.976
216,31,1178,-1,5.22,2.128
216,33,957,-1,5.25,1.2
216,35,896,1,2.89,5.92
216,37,1404,1,2.088,3.116
216,39,1136,1,3.8,4.84
216,41,1607,1,1.548,4.575
216,43,1847,-1,4.563,2.542
216,45,1915,-1,5.002,5.989
216,47,897,-1,5.518,1.515
216,49,1122,1,1.215,5.183
216,51,1025,-1,4.725,1.824
216,53,1570,-1,5.22,2.24
216,55,1068,1,2.407,4.422
216,57,2500,-1,3.552,2.596
216,59,1449,1,1.164,4.176
216,61,714,1,1.02,5.025
216,63,1895,1,2.016,2.088
216,65,1892,1,2.968,4.928
216,67,3369,1,1.47,2.46
216,69,1167,-1,5.332,1.386
216,71,4168,1,2.623,2.613
216,73,2846,-1,1.853,1.84
216,75,2797,-1,5.9,3.842
216,77,1009,1,3.689,5.698
216,79,1121,1,3.24,5.22
216,81,800,1,1.19,5.232
216,83,2768,1,3.267,3.213
216,85,1893,1,2.04,4.98
216,87,1780,1,3.24,3.3
216,89,3084,1,4.485,5.472
216,91,1015,1,2.943,4.949
216,93,818,-1,5.46,2.508
216,95,1159,1,1.44,5.46
216,97,1452,-1,5.328,1.335
216,99,640,1,1.8,5.822
216,101,901,1,1.794,4.74
216,103,1085,1,1.218,5.226
216,105,1259,-1,5.452,2.442
216,107,579,1,2.006,5.025
216,109,847,-1,5.084,2.1
216,111,2392,1,2.38,3.379
216,113,647,1,2.088,4.14
216,115,4838,-1,4.416,4.332
216,117,958,1,1.199,5.27
216,119,645,1,1.136,4.154
216,121,848,-1,5.251,3.24
216,123,1107,-1,4.148,2.133
216,125,840,-1,5.814,1.856
216,127,1643,-1,5.28,1.312
216,129,832,1,2.352,3.28
216,131,1406,1,5.61,4.554
216,133,2185,-1,3.09,0.999
216,135,5602,-1,3.248,3.276
216,137,1050,1,2.76,4.814
216,139,853,1,0,9.9
216,141,5069,-1,5.103,5.11
216,143,2385,1,2.457,3.399
216,145,2062,-1,2.075,1.116
216,147,3579,-1,1.11,1.17
216,149,858,1,2.625,5.6
216,151,844,1,1.491,5.451
216,153,2649,-1,5.353,4.36
216,155,796,1,2.744,5.795
216,157,1850,1,1.728,2.759
216,159,912,1,1.84,5.916
216,161,2491,-1,5.7,3.663
216,163,936,1,3.528,5.55
216,165,1402,-1,5.025,2.079
216,167,1450,1,2.444,4.453
216,169,812,1,1.116,5.124
217,1,2333,-1,9.9,0
217,3,3853,-1,1.824,5.874
217,5,3558,1,1.368,4.418
217,7,3411,1,1.98,1.976
217,9,3385,1,3.337,2.373
217,11,3181,1,1.47,2.46
217,13,3635,-1,5.022,2.976
217,15,2485,1,1.47,5.46
217,17,2668,-1,4.563,2.542
217,19,3206,-1,3.074,3.05
217,21,4575,1,1.116,2.079
217,23,1869,1,2.242,5.175
217,25,1642,-1,5.52,1.456
217,27,2783,-1,3.552,2.596
217,29,3205,-1,2.407,4.422
217,31,4198,-1,5.25,1.2
217,33,3567,1,4.332,5.39
217,35,1637,-1,5.432,5.39
217,37,3843,1,2.088,3.116
217,39,1900,1,1.548,4.575
217,41,4610,-1,2.275,1.32
217,43,2156,-1,9.9,0
217,45,2034,1,2.89,5.92
217,47,1872,1,1.19,5.232
217,49,1611,1,3.8,4.84
217,51,3573,1,1.554,1.548
217,53,3671,-1,5.518,1.515
217,55,2893,1,3.552,4.543
217,57,2570,-1,4.8,1.848
217,59,3230,1,2.997,4.964
217,61,2388,1,3.267,3.213
217,63,2065,1,1.808,5.814
217,65,2419,-1,5.332,1.386
217,67,2353,-1,5.865,4.879
217,69,2523,1,3.24,5.22
217,71,1484,1,1.26,5.313
217,73,2574,-1,4.422,5.46
217,75,1673,1,1.863,4.898
217,77,1698,1,2.124,5.194
217,79,1943,-1,5.81,1.836
217,81,1678,1,1.853,1.84
217,83,1743,-1,5.551,1.515
217,85,3944,1,2.016,2.088
217,87,1244,1,2.61,5.544
217,89,1687,-1,4.416,4.332
217,91,2097,1,1.84,5.916
217,93,3637,1,4.536,4.524
217,95,2001,1,2.87,4.864
217,97,2709,-1,5.28,1.312
217,99,4404,-1,1.11,1.17
217,101,2899,1,4.864,5.83
217,103,2446,-1,5.814,1.856
217,105,1428,-1,9.9,0
217,107,2474,-1,5.452,2.442
217,109,2589,1,1.199,5.27
217,111,4372,-1,3.248,3.276
217,113,1633,-1,5.278,4.223
217,115,2573,-1,5.995,1.989
217,117,1448,1,2.088,4.14
217,119,2427,-1,3.588,1.558
217,121,1483,-1,3.09,0.999
217,123,1981,1,1.728,2.759
217,125,1408,-1,5.04,4.074
217,127,2036,1,1.8,5.822
217,129,1631,-1,5.671,1.76
217,131,1130,1,1.218,5.226
217,133,2404,-1,3.591,2.553
217,135,2499,-1,5.238,4.209
217,137,2873,1,4.485,5.472
217,139,1579,-1,5.328,1.335
217,141,2665,-1,4.42,2.375
217,143,2050,1,1.824,3.807
217,145,1765,1,1.498,4.437
217,147,3138,1,2.76,4.814
217,149,4298,-1,5.7,3.663
217,151,3029,1,2.808,5.785
217,153,3268,1,3.528,5.55
217,155,1440,-1,2.006,5.025
217,157,843,1,9.9,0
217,159,2086,1,1.596,2.673
217,161,2652,-1,1.767,1.794
217,163,3426,1,3.24,3.3
217,165,1987,1,2.444,4.453
217,167,2329,1,2.38,3.379
217,169,2243,-1,5.084,2.1
219,1,5703,1,5.432,5.39
219,3,2816,-1,4.136,2.109
219,5,2068,-1,4.588,2.56
219,7,4744,-1,1.98,1.976
219,9,2514,1,3.074,3.05
219,11,2925,-1,3.886,1.848
219,13,2119,1,2.997,4.964
219,15,3338,1,1.06,5.046
219,17,1406,-1,5.22,2.128
219,19,2401,1,0,9.9
219,21,3557,-1,5.81,1.836
219,23,4784,-1,4.563,2.542
219,25,2582,1,1.116,2.079
219,27,4655,1,4.422,5.46
219,29,1836,1,1.368,4.418
219,31,2599,-1,4.332,5.39
219,33,2406,1,3.276,5.251
219,35,1640,1,2.04,4.98
219,37,2903,-1,3.267,3.213
219,39,2678,1,2.407,4.422
219,41,1835,-1,5.525,2.576
219,43,3105,-1,4.473,5.52
219,45,1657,-1,2.275,1.32
219,47,3110,-1,1.554,1.548
219,49,1752,1,1.548,4.575
219,51,1748,-1,5.22,1.243
219,53,1459,-1,5.25,1.2
219,55,2664,-1,2.94,1.952
219,57,1883,1,1.824,5.874
219,59,2201,1,1.215,5.183
219,61,2667,1,1.26,5.313
219,63,4062,-1,3.337,2.373
219,65,1669,-1,5.865,4.879
219,67,2145,1,2.968,4.928
219,69,2140,-1,5.518,1.515
219,71,7240,1,2.496,2.507
219,73,2898,-1,4.8,1.848
219,75,1308,-1,9.9,0
219,77,1126,-1,4.002,2.028
219,79,1932,1,2.89,5.92
219,81,1611,-1,5.822,1.848
219,83,1905,1,3.8,4.84
219,85,1610,1,2.124,5.194
219,87,1897,1,2.444,4.453
219,89,1684,1,1.218,5.226
219,91,1526,-1,5.39,1.36
219,93,1273,-1,5.025,2.079
219,95,1580,1,2.006,5.025
219,97,1773,-1,4.42,2.375
219,99,1426,-1,4.24,2.247
219,101,1227,1,2.352,3.28
219,103,1848,-1,3.168,1.152
219,105,3612,-1,1.11,1.17
219,107,1387,1,1.136,4.154
219,109,1905,-1,4.416,4.332
219,111,1010,1,1.44,5.46
219,113,1605,1,4.485,5.472
219,115,1560,1,1.491,5.451
219,117,2660,-1,5.04,4.074
219,119,1300,1,1.767,1.794
219,121,1213,-1,9.9,0
219,123,876,-1,5.671,1.76
219,125,1113,-1,5.7,2.668
219,127,1251,1,2.457,3.399
219,129,1164,1,3.528,5.55
219,131,1355,-1,4.35,1.309
219,133,1145,1,0,9.9
219,135,1242,-1,5.278,4.223
219,137,1119,1,1.116,5.124
219,139,1090,1,1.776,2.828
219,141,1495,-1,5.353,4.36
219,143,1390,-1,5.995,1.989
219,145,1528,-1,3.591,2.553
219,147,1154,1,2.088,4.14
219,149,1573,-1,5.865,1.856
219,151,1529,1,5.61,4.554
219,153,1581,1,3.248,3.276
219,155,903,-1,3.09,0.999
219,157,2009,1,4.36,4.3
219,159,1011,1,0,9.9
219,161,1231,1,2.87,4.864
219,163,1836,1,1.596,2.673
219,165,3019,-1,5.46,2.508
219,167,1321,1,1.8,5.822
219,169,1296,1,1.498,4.437
220,1,3634,-1,4.8,3.772
220,3,1203,1,1.47,5.46
220,5,1392,-1,3.337,2.373
220,7,1587,1,1.548,4.575
220,9,1909,1,2.124,5.194
220,11,2957,1,1.554,1.548
220,13,2193,-1,5.22,2.128
220,15,2160,1,2.05,4.096
220,17,1488,-1,5.518,1.515
220,19,1578,-1,5.822,1.848
220,21,3452,-1,4.002,2.028
220,23,2277,1,1.808,5.814
220,25,4906,-1,1.98,1.976
220,27,2408,1,3.9,5.846
220,29,1914,-1,5.52,1.456
220,31,1844,-1,2.94,1.952
220,33,3049,1,2.997,4.964
220,35,5177,1,2.496,2.507
220,37,1094,-1,4.225,1.265
220,39,1876,-1,2.89,1.972
220,41,1174,-1,4.136,2.109
220,43,1076,-1,5.325,1.335
220,45,1355,1,1.06,5.046
220,47,1971,-1,4.588,2.56
220,49,1377,1,1.116,2.079
220,51,2226,-1,2.275,1.32
220,53,1167,-1,5.22,1.243
220,55,2245,-1,4.896,3.885
220,57,2222,-1,3.886,1.848
220,59,1580,1,2.89,5.92
220,61,1754,1,1.19,5.232
220,63,1190,-1,5.525,2.576
220,65,2411,-1,4.544,3.535
220,67,1296,1,2.04,4.98
220,69,1304,1,3.276,5.251
220,71,1784,1,2.088,3.116
220,73,1352,-1,4.234,1.218
220,75,1323,1,2.1,5.135
220,77,1355,1,1.666,5.76
220,79,2268,1,4.332,5.39
220,81,1716,1,3.689,5.698
220,83,1628,-1,5.9,3.842
220,85,1552,1,1.164,4.176
220,87,2065,-1,3.591,2.553
220,89,3322,-1,1.11,1.17
220,91,1621,-1,5.452,2.442
220,93,1343,1,2.457,3.399
220,95,2174,1,1.8,5.822
220,97,1237,-1,4.35,1.309
220,99,3474,1,3.24,3.3
220,101,1525,1,1.218,5.226
220,103,1089,-1,4.148,2.133
220,105,1280,1,1.794,4.74
220,107,1594,-1,5.1,1.144
220,111,1743,1,1.2,5.184
220,113,972,1,1.44,5.46
220,115,2020,-1,5.025,2.079
220,117,3281,-1,4.662,2.688
220,119,1117,1,2.744,5.795
220,121,1212,1,1.116,5.124
220,123,2847,-1,5.814,1.856
220,125,1171,1,2.61,5.544
220,127,1173,-1,5.671,1.76
220,129,2168,-1,5.04,4.074
220,131,1831,1,3.193,4.16
220,133,2365,-1,3.09,0.999
220,135,1546,1,2.94,4.941
220,137,1224,1,2.436,5.451
220,139,1876,1,1.136,4.154
220,141,2045,1,5.103,5.11
220,143,1143,1,2.76,4.814
220,145,1513,1,1.728,2.759
220,147,1359,-1,4.272,1.288
220,149,1359,1,2.625,5.6
220,151,1367,1,2.352,3.28
220,153,1225,-1,9.9,0
220,155,1503,1,2.87,4.864
220,157,1823,1,2.38,4.422
220,159,1528,-1,5.28,1.312
220,161,1739,1,2.943,4.949
220,163,1368,1,1.491,5.451
220,165,1831,-1,5.353,4.36
220,167,3487,1,5.244,5.217
220,169,1169,-1,9.9,0
222,1,3059,-1,4.588,2.56
222,3,4143,-1,2.623,2.613
222,5,2600,-1,5.22,2.24
222,7,2999,-1,4.544,3.535
222,9,4599,1,1.863,4.898
222,11,1765,-1,5.25,1.2
222,13,3527,1,2.997,4.964
222,15,2768,-1,5.52,1.456
222,17,3890,1,1.116,2.079
222,19,2073,1,1.368,4.418
222,21,3780,1,2.088,3.116
222,23,4234,1,1.26,5.313
222,25,2550,-1,5.518,1.515
222,27,3137,1,1.164,4.176
222,29,2546,1,1.824,5.874
222,31,2685,1,1.47,5.46
222,33,6145,1,3.552,2.596
222,35,2131,1,3.276,5.251
222,37,3334,1,3.9,5.846
222,39,3156,-1,2.94,1.952
222,41,2713,-1,5.325,1.335
222,43,4504,1,3.267,3.213
222,45,2170,1,1.02,5.025
222,47,3896,1,2.89,1.972
222,49,2737,-1,4.234,1.218
222,53,2327,-1,5.451,2.449
222,55,2623,-1,5.525,2.576
222,57,1538,1,2.04,4.98
222,59,3599,1,4.473,5.52
222,61,2936,1,4.422,5.46
222,63,1559,1,1.215,5.183
222,65,2381,-1,4.563,2.542
222,67,2493,1,1.19,5.232
222,69,4427,1,2.968,4.928
222,71,5359,-1,3.84,1.819
222,73,2987,1,4.332,5.39
222,75,3880,1,2.05,4.096
222,77,2615,-1,5.22,2.128
222,79,2601,1,3.552,4.543
222,81,1426,1,0,9.9
222,83,2285,1,1.98,1.976
222,85,5870,1,3.074,3.05
222,87,2223,1,2.444,4.453
222,89,2101,-1,3.534,2.52
222,91,1839,-1,4.617,1.577
222,93,2655,-1,1.11,1.17
222,95,1489,-1,5.328,1.335
222,97,1622,-1,5.28,1.312
222,99,1661,1,2.38,4.422
222,101,1509,1,1.955,6.003
222,103,2321,1,3.528,5.55
222,105,1311,1,2.94,4.941
222,107,1279,1,0,9.9
222,109,2241,1,1.498,4.437
222,111,2001,-1,4.148,2.133
222,113,3016,-1,5.814,1.856
